txDigest;day;month;year;sender;nftId;nameRecordIds;labels;totalSui
2AiMiHsPMVpiyxfk1Lduhxd8BYS21SeoJErsANBnfQm6;15;2;2024;0xa33de05fffec6e87e9c5258cd38c3bb09c78faf9bb7e69ff161f94465019dd42;0x67ea615f56193cd6e1a7ebe956ecea7879a63e3a231ca7ed98b80162a44c338b;0x868cf2d8baaad50a99d4536f1c8610c13c3525a0c000ae0ad2b090dbdfba89bf;000008.sui;20
J4uFzAVFUQgStyu1u3WuFsFkv3HWoJDf89aSRHvsT16N;15;2;2024;0xe6e8ac83f699f03902a9f091dbba53c04fe68972d8bd458d12c66a44564a739e;0x15efe8343490b0ddce9a66fbc784745f16c7d66a5546e91ae6a5491ff25ceaf1;0x6b0963bcef0c6846a4db168169477e63f816206b6624de55218459afd6359971;sarasara.sui;20
HFvBk8c8LywkVkkcfZLNmPbKprc8cmgMRzTjSGf9NhN1;15;2;2024;0xc49b309184a27a8bcda086b079a8bf3a87bcf7a95d2f4a16c56a7eb2baf05efc;0x031cb2a6eea025aa7361a1fa9d532d3166d87d7b8b795f4a069aabbf95f0a946;0x86abf99d91e91a6d577df8cbfae754a2534394eb6d117b72a6287a66df6fac1d;32100.sui;20
5bUQne8kACLc6ak3PGxYYPCQcV7awArn5vq9wRcPNEVQ;15;2;2024;0x23bdda664e414036ecd5c917d47ae7c9685eaf3411f086e1c309e56bc540fe6c;0xd043c089f8814806d2043c610bad3b736bb77d90d61141c93f97b8a80750b56f;0xeeae941651fd94a283e9112b68caa9a5c4e5fed831eff1eaa4b86b31e37e59b2;logout.sui;20
D4b2K58bwiJrWHr6kQYx3nDrv3XKFnQ2M3NG4Ut8QQoV;15;2;2024;0x12b348413855ce7f6934bcfff0769e32d274fae8c65f0317b1ee018da9afd95f;0x35570c028c7fd7976120008972066142407f2f5a16b95e4988a66fae8b92b24c;0x7a2709d6c3347428cd1321116c41f362f4d3facb28a84b77957b142d26419085;king1.sui;20
8oBmY4AyenepQy7BCKKm89AEP7sh7n3XdJpijCqmbtpw;15;2;2024;0x6904bc7687d15c061ef8455643de2194773979ac8bd581a504cf0c14f9d91949;0x46698f1407977cfac75b70df84e37c05910b94b0b180183492ec32e9d4a79e1f;0x917e75e25d4b5e3a24ae6a70558194fc183019abc26352d57066dd19d8db3d7a;mrrealbroker.sui;20
BNeAKTjwr3n5qM5Q9of3kDuH69A1RRCtkbFH3mR1hRn9;15;2;2024;0x0b33508607c6495a2a26ad7cf6e59635c202e8cb70cbd5e8993cab636f1a9e36;0xaaca5abac5b68e48018cd2850f3b9083258769cf4e6566fb55b4d700c5649aaa;0xfce68cb7b772a1d00dfa73322e380a0edfbf12addfee0571db5a14bb9df95209;pete.sui;100
6xBLAGjkoUrzGiEi1VG5V4Xgdi2JzFjMHrf4i9WRCnD1;15;2;2024;0xa8c1984c237e115ec24af0ef1e2865aab857a8eae2ba85612a9c6142f598a335;0x6fc10aa777c564904e56abbdbc4fba1dde6e5f4e3c3ed25983ae3b3a6f274b4f;0x68d17c092b4d6b22494d1ad6fba3f02d51b17179f0ff9a4c40023ac4fb1adae2;widowmaker.sui;20
HdENADw17LPoGw8bfQ4pjmGaPFUprMFQTtA54ryZW2ZU;15;2;2024;0x96706b2038af46fe393aee00328aee32a678ffba9fd652e26d05d0770fea843c;0x59701ac2212d18e57b45d7f0d49dd73435cd0f01e7c9ff43f05c129a101dcd42;0x457ca1bbfd66ed332ecb472688a93214fe9936d83fb875ac3984a9f15e3d8b21;ordi.sui;100
2dPmN2KmmdLZF3Uc1SSnAbGbevYKW6PM25hP61ci7CVB;15;2;2024;0x54f929e1a7a05df8a83770d5ffc1165d59ca0103866583c0eb936b29642bf106;0x298d234c7f7f1b303568447054b7678bf729b360bcd7063fad608d5d83ca8185;0xf13252ef3e2b84569f0e6e44faa43c32f69253836a4631080d351f4b7ab15851;2080.sui;100
EcNYzpZFij9BWSUYbzsvF1kuX6LnVctGZEUNHQV7MvV6;15;2;2024;0x96706b2038af46fe393aee00328aee32a678ffba9fd652e26d05d0770fea843c;0xcb09fd994ce342458ed245c30244a7d750b88472b6674111cce0086c3b323aef;0x5c711f6a642cbdc37cc24978349b7c878fbe6048ca5eb186c60d00c20cd1d500;sats.sui;100
28aAZpouNQciRdnKxw4UGzgx5dnXUWPFQJ1PcDsKLmwW;15;2;2024;0x3f5d63ef35b6a63330ff0ec472c7b494f11ecf0e90f5198e7817105320e890d3;0xdbf76207d3e8bf6c2b70b96eb3940a5e7dc4a2f28f222ebac83ded7a3f4275b9;0x2d5f05cd703779a3f638fc757d465bee72a35249c522e3d4a522c735c128d991;88878.sui;20
2m1VxFoxu2vhRm2yt3cjES9X3RA9s6pXdMszvcKLYhqK;15;2;2024;0x54f929e1a7a05df8a83770d5ffc1165d59ca0103866583c0eb936b29642bf106;0xf9d4eed74676c4ab57ffca2fa9e2610a8ad9b231220536fbe49662be896ffd18;0xc6cf8743b5106aae937942b89118a54119af185721807f52bb6bb75b9be1745e;weiwen.sui;20
GsvQkLz4NaF8NbAVeJr3qSU5hzBx4DyBokCS7p2WJVKN;15;2;2024;0x76e92fd942af6be8f66d4fafe0e25b5774b2945834f7651567af12d44a606426;0x60e60c3dd1436928c5352a3643693c797b6e5016dea17420e6028ede01040150;0x24a003712846f5cf6922ee06a57fcc0394d0b1d6ac4bf8b22d3184a0d50ba994;jasonyin.sui;20
FWRyWRah77cGc8Cxb8beN5A89aYFenJYrrwv6Ese7oHe;15;2;2024;0x622bd9cce322fa2404bdc3939efb2bdb068cc43d97fbcf9993e8d8b534183a07;0xc80079fadcab72f464c754294ac43edb1891de241ad359de9017415e60b136ea;0x85548d0347f2943db2e82df5f21ff73bd6860da2ea36628c4620ee349a3672d8;foopie.sui;20
CptJRhZkSPwCyup8jS7bCAQR2bj8g6sFTycbVimVjGj5;15;2;2024;0x82bc4ab61bd774ba2318f3eb83244c459db4a764f640f7fe5a6666c1badb093b;0x53640be10c760dd9799fdd7628e34ad28a10888cd810652c81604e4dca368675;0xfed7cfaaf7c8930d0e5c02c709ec2d5a1dca282475e66cb9bc0edcf4f864217d;12365.sui;20
6RfkSCcUt7CDYAWLrBGQfpbknMbvH8wLUV9JLQPBriQC;15;2;2024;0x8004f2a8267cf0ad78d935a1f4ff180d7a2e25700e9e060ce138bad7961ada50;0x8467c1032ca51ce1923f816d80a96f1cf85a8873c1f3b08168fdc60fe9034353;0x590afb7aa221d8257680fd7e3c1cde3e1f598ef02f84f3d888beab58a53a5bf4;elrey.sui;20
9PzHtwgN3t15QAF6U3imb7wuURNAk33kH4FZnCh6yPj4;15;2;2024;0x27ce8aea07d939becbedbc00fd69feeb7ab63d9ec043f1d7ee2cd0aae4774e8c;0x0bf948f06266f017c4b2578d0c4b4b39782187ce42d9170a5c91b69dd421eee9;0x39c6acce0b35534daf65690f3ceed19cefd3c99b388811384d0464cafd07c4ee;668888.sui;20
C34C4v1BXbbzDzLd5bDVfE8HpUE8mt8913vxjSNdmZGi;15;2;2024;0x27ce8aea07d939becbedbc00fd69feeb7ab63d9ec043f1d7ee2cd0aae4774e8c;0xe9dc64e479e269465948a1b38637ead381b095f98f16bb45bea9b9e884a96ac1;0x8a172899d95c4443c9034bb404d37f3d7148491808054f995ffcb266479995b6;5203344.sui;20
A1Ju8RFzTUAarxQASvCLGeSnaDKXtHSLmkD9R6Z4KnJX;15;2;2024;0xb28850f4ec1b3dcb2109b4dcb1057248990d8570fcac8820e3e7524a3246fd8f;0xf3a4b176f3bb0b7bc3c80374eaf015d2f8a2b609e9b0961e65a0a5dd6bbc8a97;0x24aad0949b5132de4428b68726f8da8fa75d66641a170995c6d148936d09249f;181818.sui;20
4poy3pfPw1mq8FHiZh5crJK4YVLCr6Mv8dprSZV6q557;15;2;2024;0x13c7977d637bfb2d0aba30db813a994186793bbce95a297cdfd89a0084659cb4;0x5a97abc47e353f10a2e5c3b9ecbccdbdc18249d41c43107b812a2a78474185f3;0xbb2ddc0f9fa24f8db288a3e40a2064a2a631444ff17b19bb63505c7787c66500;web3marketing.sui;20
Ho2TXRGT1wbwaupgB668gtbbMTRgBjwH1yfVCQDQAHN8;14;2;2024;0x2fd5cf1f88c8f1f2b6f2eff00f97f62e457144b5588943a944969b203d58dbaa;0xe5f563d4e3ab8ab29b397558120e4bbad827706a186e266526ba9b4a0be1ad14;0xdf98f95212330794270dc5fdd2efb3cb620637182270c66eaa1191f373a9bb79;applepay.sui;20
wrFTqaWcSAp3JTehT8NeNJcRy2mZiHSExhbGqWZaxhB;14;2;2024;0x2464eec5a408b15c87f5a9f06dce80eaf5538eded8774e0ed9cdc78a37a0b35c;0x3b7820f5d7ee1e0ccfe00a745f6f17f876747de49a263991f1394d7205c49431;0x5b3ec3646f04a6dd9a425a495b03932869688335a5f430644f28f12114468c71;thewaronrugs.sui;20
B4X9Pq764s9rX9TEsrKaN6PbkXr2i7oaUjoiAkskqfJt;14;2;2024;0xb33bbf1ff880c696c59417e3318e53bd5f466c59d192b046653e6494e3c719d7;0x4bb2c378370346a4fd368c853537ad5cadbef53ad142109aa2dc1c1b22dfb38e;0x09a23eb75ea79f927d4486d1fbcac35cf62424ab804f2f9b3911c5b8599f5007;188888.sui;20
6Ld1MocLZTwEdjT8eaufANBwER2wWekKwVirmN7ya56n;14;2;2024;0x5f5fccb569a9d3277b74183261c72d5dca92c4dca66b900d8ed36b2ac8052772;0x7f5456d20cde6a57249fe46a9d67c763eadc005365cf7de36559b53e8b80e15a;0x67d63ec858dd5822c8fe4df852118c8c2ea3047f4fdde06d6df29365698462fc;00055.sui;20
3xzTLLFerpByCdoDdPpn4yWrw377CPQVLXNJB15qTFsF;14;2;2024;0x8168afcf16d23a373590b4c7d515b5488deacc329b677b667b1d7ad684068a65;0x83c516c92e215b662f3b4776779f1651d2d914e4e7731bced7ee0fe14477fed1;0xaf3a2bcc808fac0288a6b8838ac3d6e41287afa6184c10ef9ac60199e55a46f1;00044.sui;20
GwNBFDXCV7Qc7CxkeXRA7msxLtwXAcYC7LVY2RHpVBsA;14;2;2024;0xdae46340b46ac94ec3f1f8f02ab8222a2b29f4dbe73f92d3335634b053f9e811;0x9ac57e00ba9ac38013d4d485c6ca4b885f4234c07c85988e72d1387c0d59e984;0xfd072934eb5ea9830596f3ad6c8986f8973790423d279c1943faf0369172eeb4;0xday.sui;20
DdZtZfwaU6G19csw6ZXvj1iXw1GDYqgAjZtq3MMVFBpk;14;2;2024;0xdae46340b46ac94ec3f1f8f02ab8222a2b29f4dbe73f92d3335634b053f9e811;0x1a9a8c562be5e34ce966e778abeadf8815ea80f6f438bca4ec7ce30fafaaf594;0xfed6d857e2ab31b7a47a861e17dd92941f8f5b18e429db1adebb2aee109bc3ac;0xdae.sui;20
7BSASRFQuQ3UXYKy438i2HJwFcPPSjMBno5FhS4BAPdR;14;2;2024;0x76e1add3ac21bab06d1f509f5f0d775981aaddaae8d807cc8a42c1c079b48ebb;0x63d1898b9a1d1c956e66629d3279bcdc9a85bfad2d0c6b8ac9962d8805d0cbc7;0xbdc0677e0d26ae265ed044610108a1c78c565e893ae99299ae9a381c3abccf74;121212.sui;20
C5R9tMCd6YG7LGABU7VJYDubSXk9Ns96om8KThdKatUw;14;2;2024;0x4e1edb5629114db1d0509230b74e3d20e80d4eb4bc79113d8302cc62c0fc4a2a;0x81540a00fd47a7032728e76e4fa8cf7bf5885054cf9bf63889e23b102370fbef;0xa4ede6f5c0eebcd0d50cb6aa62a4f1bea4ccd4c2e0e17d05c6c469ba07845642;steventsui.sui;20
BwVB3swWbTLybiW648U2VFtL5UEQyGSnDrEMJt7VbpbH;14;2;2024;0x330c9e9b0c1269b5c6a3e752ce148bf3537282f0e32baa56a3271f4a3efbf5c1;0x2129335e23318ed787d3ea736385c4ec0cd84e59d9c79f2135a22632ec091f92;0x243ef62f2c7a6bd33d8c8bf1dc1aa333c484530a7924041b967c3117e626cd80;alligator.sui;20
2esHX4m6XB2Uk7n6HWgJFFyjVmJPpwAYd2uiUQ8DeWMD;14;2;2024;0x7716a7cbc4b74a732acc7a929a98101f9c06ca7ca0e61cbeae6644e09795bd83;0xcb83b593af326233d5ce4894fab271664b202ba4e6f4a1fa27db22a642a26ea0;0x12d8f0c5fa7ee63f833945be8169e141a873954b1b753a5a2c5b6da626c31dd6;halfprice.sui;20
56wbXPJMX7szohVbmCNQYozuAAA2jyAWuDucQ8cwbaxa;14;2;2024;0x2617a45d2f9b1dbec35acac13bc7650af7806651e7bd0936292d4be891b126aa;0x93cad346d12ad36d6e76a20ce535c75a3dc5e5dd82da5238d576c639f8546560;0x9ef3d7959da2896d6140e825e04c0658f5b76acf4536706e6cfa90138d5e44d3;taco.sui;100
FBuxn6PrQKcWGY3xFJNhG63pzQ4NvTGMfNDSmxYpFJrq;14;2;2024;0x80778ac9c5267ab0f1e4e6df6a1a5d9e8c5e0a8e818f2145425b64c8f5ff5315;0x658432322c1bfe4c9e41cfa70c0fa4b57edafd47598fb669c1b3994116795c60;0x6617169cb6d818330d586d384e14a2a6c7f83e7a15cd55c3e6bbd72bd655f968;switchcorp.sui;20
2iKD9sB1a92bGXyqL6JZJzkr6PDCwNdu5JQjRk99JX4G;14;2;2024;0x8f7472504821715512572f29b521d10af0b11ecd27f887f6c7a55ad020c184e7;0xf72332b080321f5e9b85770bce7b7d5cff03459154d7633c53ba235b7cb5979c;0x894491027942ddb81f2fd8d4a98043098a438c2d65b8b7b717db93171c654504;netki.sui;20
6xpYe5wofJM3QrvJcjA3pkEgr6bLEgHcb57737CG68x;14;2;2024;0x22d46b82afe3832d4ad8e0a18b150fe7a94f60d0f42b535003e1b436a6424bff;0x8b5aeaba3dc44e126bc9cc367ce6d5ecf396fb154ec864b082f05143f0fa2c09;0xa5a32fb56a53abbd01a60516b192be11e641458e797d0f0d7f1d31462d744b26;168888.sui;20
C1mVZRqq875qkZ9o7xyLEwfBTAYbm2CMp6d5ibjk9P9b;14;2;2024;0x3bddb58cb22b91460b40aa4ac3d5dca0d4103a74a47844babb19f5b6100c05f6;0xe41b7e01983c9115b3c17a1499b0a8e3d557bf87c778342e8972c46585abd172;0x786e744ad2002c71e90ddc9b8668486377a3742e7baab0df59e061cc66e1e265;aorus.sui;20
6mEJQocj9ymespKox7zBkFkwSuRX7Zkv2ttL3Nu2QF5U;14;2;2024;0x74f01cd406a001c181a9583251968759025959a72887a519016702682afa98dc;0x9c3c480f642653b7ad84125bf1daa3e16f5ccab8130bcbf025802ad0407aeb33;0x3de8e05c24a06c75cbe53ff105694cefc492a42ed969c9457024e46af3a4d2d2;169144.sui;20
9iZezN4t7uQ6hWtjeMfyNiMYzyHapCBSe262HpWqLSUM;14;2;2024;0x74f01cd406a001c181a9583251968759025959a72887a519016702682afa98dc;0x20d598abec3655ebd6fbc9c388928712d8e870ba86b90c2ecbb61cd83e5bf9e7;0x0ad301357283a03e28c9fd6fa380640a393e125efadab3cf6709c9224c4d2af5;4124202.sui;20
Cu9z3x5yoGzuLBKXVSrvutPCNG6kEAFeXFaxyxXQMBJ2;14;2;2024;0x04e822ec5c72801ddee5d54651d1b16e2861635595249b8f6a503b439b36c613;0x9fa1ec0775dd391292159addada2b7b352b88ddca21b826edbe54e66b26940a9;0x83b37428a3c53606be10ecb9916f7a0287768d3c0d3b1bb950a73038500b2e5d;12315.sui;20
2QbFCDJDwWD33xYgqRgezYu7zan1A3HSjqxr45wECHpV;14;2;2024;0xb9b7d8bf55952f68fa46bd17678c2b2033cf270b2826b34a9341c5483e442195;0x4e8d0f478f7a5ece5a32f6dab81d2ee1cf6752f5e64aff8138f4db804b469cf8;0xd8b1fe216ff7f0480c33d6e7d188d80ee985473cfabb27301c65db4f650cd15b;2024214.sui;20
6LzCoJ7pC1Ht3VWD9Gbz72Qd4JVNJ4m5sDJB173DSTQp;14;2;2024;0x633ed6af1c3eb24d1b698b42fcf09c5ad96e25ac7465b8b0489e19ff09d767b3;0xac1e70ee09d5aadae55c840a26fbff29e24f1508891edc0fe2ac46c5488243c0;0xa2bc8370801012e4b9d0c62e4a7345ac25d12f0e708431350fb5e3541f0885a1;99899.sui;20
wJsKbJweVCsFajttKCRzKZuX4Nx22i6Rx3aPGLr9zt5;14;2;2024;0x90d6e4a9ee67ae402a265d9bd102ab596921b6162e8ffa60bd8b82234efa1949;0xaf537447315b09feb1476b7051205cfd1e97a4cfbc8ad00f93ca9fbedfb6c8ba;0x471a810240f71123957c30e3e0ec8d86fa90165a8d2f85ddd6066524d0430fe7;pipay.sui;20
4CxmUuDr753Z5As6LRycsRsSC52Ej9iN5FoBRNX7KbPR;14;2;2024;0xd29f7924d30c74cacdd450221ee54ef7cec4132a299380744568c8077aed8a4c;0x6bf60f4b4671f2d86fc5ff28bf97583a20e0d37c63d4959afc084ca642c1faf1;0x055f2b4224cfad593a199e20bfe99444837284d0903cc0477f10541330a3db7e;seiyan.sui;20
75sjecBhFiEA4C5jcJNUiq6mMDiYMuqpqXCQ25vTD4xD;14;2;2024;0x1bf2dd2793b59c388df2cb30c8a85157e2f8bcb2b0bbca1e5e343d9bbb27ca6f;0x54fdaca63b0ae49c31acf28cc6d54d7b2c78262e1f854d56eafc4ff4eee6b0d4;0xfe2968549abf6b315418d76b60cb548e4904a7653e81fb0ace5c7b3b342b9615;sanctioned.sui;20
9rQxRisMboDgBMYWdpntFRxK6Fu8ZNsrNmaT8gcxLya;14;2;2024;0x9b3209cb52309df7c70ab3887f74e46f66f77507ba14f45cb4a2fc02195eeaa1;0x62bbc76e76a6c8987bf13b1eadbb0b80a36879b4970fd4882bc98252cf0837a9;0x28e49ca44ad7b1d55554fc35aafbaa1defb6504d0420ccc5486669b5b3e18036;loewe.sui;20
CD2SLmzih7QxENBoy5sJqDwdx97kLN4DCknDt7m5CDch;14;2;2024;0x57759837117015b2115e01fb9a9321d0aa6c1c2bdf001ee29125727b12d9bacf;0x76fe6fc3f4125556ec3a352517293f10f0b6a73044cf580f5e4278ab1478e5ec;0x7cad25c77cae2626f06c4f6903f1ac9f0414e10e5dea7e4e8b0a09c40e2658f7;seggs.sui;20
44arD1no2stc8YkXnopL6zwCkfR7kWsjmYYaofAUUXNd;14;2;2024;0x88ba9e52cf36554401a8b5b08020b6013d6b433f65b76afa92b97692961279c1;0xec972353dc3c0b0f217453a2063b05e302daa383bbfd264dcc3a92817cadd7dd;0x510af9dea592e71f9d68833f147891a57471d1c988814b5df2c6f03cdcf94e48;adderall.sui;20
HfbWwgvHc5pKqv4uKFFFPK8KhGLoScncLYd1u4xxugrn;14;2;2024;0xd1cad830026d47a16c22fec77fc23760388a37c6c724a041643c908cf997c4bf;0x59edfea55619d314336cc131ba75467cbd3c17420c34d235c9b60f527f9fce4e;0x03693748a561f4bc3b4f818f9b7d758bc3ac596122ebd8e651540730f06b5645;kkaryj11111111.sui;20
EfvfUoZan8R3GYFGPY9ZZWqPSuy2qb648afFgqEU8Ftg;14;2;2024;0x8c90126b3addb096218f8e5ad35c3a706ab207787de54c5315f43aff384969fe;0x5c1000b260f936ad4f61c573725a08337577740cecab036508750f8988fc7911;0xbc7e26d8b8e00fecbbc85e8c460a3d50a7c142b687c983dee9b42ffb95e63985;songlahaha.sui;20
7QH1B54Cpayf94chs2W78jAPcxX914Pwwu9ifJgvGY4q;14;2;2024;0x648b38185ab76205fc9d1d3ff685e9185df5dbe575eb0928bc03b0241eecd1a0;0x873dbd69977c8a7dcafe5b605a8c96ed2ed46baa160eda4576ec9809592fc70d;0x4e6c2545f04b3d45125b601213abdd54a27a3c2938c6a8886190ab926a854f15;bowen.sui;20
9RvB19cnCuBTmTRejazFiJGfj1rkydd3spmCR2pMWrHK;14;2;2024;0x0f2e4507608cb42f684b83803ff608f3d6e5045c8fcf87c305528336d3024801;0xe3f417eb1be6ba94860d5a55133de667a19fc29dbd4d52b40d582c4be0debf75;0xd45f3d398dda929b135a7985227e40c6fe2df7ef9f322935b473fb65cd3d244b;68866.sui;20
H5paWEauL4q2jNfpxwGMihUUNjJ3ZDXLmL2ZhVW44KpK;14;2;2024;0xf7fd57f8ee43f0af57b6176e8713d6f0e88bf4bcea1d1cf47b284dae2b55508d;0x2e4a113b26e54850505f0452bb5a192ec795ff5507f18e10cfabbcd752aec85d;0x6f6314837f298ca76ca9f2703bda36421da628a67380a015200ed01c89e4bafa;202488.sui;20
DUsgRNvAsKwigvhS4Bhfhr49pfuhW1wC1tNzosGeP8Zf;14;2;2024;0x724000af9c9576ef887598288cf05602ba1d4fd8b13942cf60b3cf1a7ad10744;0xa7216b3d053ab3d30b64bd4753f9bc710d9b5a09240af86bd1b7de0f663fede0;0x225649d8726d82854aed39c50bc623aa30af75d46b6bf95f0f745eee64896f4d;88488.sui;20
3fkXErtDxRqrPLreNsfNbn17STwkGJYhzACS1FrC8tVd;14;2;2024;0xb7d2963c7ef7ba3df7e02cd544fe2062b68b8a7af3c725d414c0079ebb6f043d;0xd1d929274bf8b6937d9ecc0d2528267eb631d4317676d2eba56ba91789688f39;0xfd43665562646425cceeb91f99b65cbe021a3d080986e5bcb1a92ce2facf0a18;77700.sui;20
8SPdujhso597KQV1FJNDREVTPhhzz13zmiZKHhHTiYLh;14;2;2024;0x5f5df2c24ade7be8fcd0ccd6c65ec6450dc87af33430007e63ba36d9743371e7;0x51ddcd4b05183490f6a9d62b92d4032cdde6b4038f786be47ff168f5b18961ef;0x1ae496458f6aa6b3281c0071b4fdf655ccef881084683097c913876850a15451;168sui.sui;20
612kGtQLGQJw19SzsPJ5aFujW4DZ54NwyTPcYjvunoJ5;14;2;2024;0xd8ea902537b28e80d22f6cc39ad0ca88b50d1bc9ec860d1d3e07412987ce62ac;0x6001548a5cb1ee437b421301b2727f368de7601e8ec102d813fa34da5fe29057;0xb3cc515c4faf33ca53f7018478e4095d943c79bfbe54640d50e95ccfb8497b80;27511.sui;20
BrLvPx1iXh6aPNgRJvcrgLUNbB8zRWPetiFtN1KjoZzr;14;2;2024;0x504b87ec5ad735eb7a24366b4e521e9a19f64d22e8d5486a2e9d4d646a4745c1;0xbd66e3fa1d406eafcb89260bd7dfd680a351fbd7acf3431b6e74387cef103275;0xe4bbbb908d12ec0555ecd6af7d8de1bf4ef10b61d33a7de0255eba86eff77418;96110.sui;20
Mv73rrQbrC3jcswebjq3oncfDhksZwNxauzikM9ALyu;14;2;2024;0x64f7038d3db1f2a839fc047d9071103954a6fd37eebbb3d11f21fe3da9325579;0x4e7fe5764a194c3f749a03f0e28d031ef1730d5595cf667d5f7636f0ebeda8cc;0x454caff7e49f89ae5af9cac2db27c6754a6bdc61c32d9144b88f840d54a1ca22;987654321.sui;20
9narH8XbUPfW9zNSqoEkebAEw2V4tD8sKDFdLw2o2nfM;14;2;2024;0x4f65dd817f62c2e468aa1017e4265ebc49a60e3c4ae119bcccc72ea2e7a6b3b2;0x864e106be4cd5dbeccbc861f0fdb358a5e00d58135eea8abbd0afb08bbc9fd05;0x9391fdc228a6f98114b48c2b42f23febbab505ca6d43f6b1a292be5d09441bef;v587666.sui;20
8CfKXmiuyqjiuLiQaNMGPEyB3fg8oLHpj3c6qh12YSoq;14;2;2024;0x832276a4008e20d4815006573f5d1803fcd3a27e6ba17f8bd7ca502a66a3b9d6;0x602c13dd95b733c69b924b72512ff8293a91ca52515d660da92ba3ee9eb0a6ec;0x02d9011c0dc780f2cf9781bc12c64f0b9b3847bf187e0ef3e852bf25c952403f;888888888888888888888888888888.sui;20
NT8nEr7MnL5NTaMCSUQGoiikP9ETzDS2FuHeH3vLVPs;14;2;2024;0x832276a4008e20d4815006573f5d1803fcd3a27e6ba17f8bd7ca502a66a3b9d6;0x7034faab480bd8c5aa1ff89e7dbb63291885dfb86b5a00dde8e24c4c3d0c3633;0x42e75eada0e93fafe56afd2eaa79039847cd965b6a36c5655e5e086c8046a55c;jashari.sui;20
